tapping_id,farmer_id,district,tapping_date,tapping_time,tapping_hour,tapping_minute,collection_time,collection_gap_hours,storage_duration_hours,latex_quantity_kg,ammonia_added,ammonia_amount_ml,container_type,experience
T03561,F0090,Kalutara,2025-05-07,8:02,8,2,11:19,3.3,6.2,0.82,False,0.0,Closed Container,1 - 3 years
T00136,F0626,Ratnapura,2025-05-08,4:54,4,54,6:36,1.7,3.5,6.08,True,8.7,Open Container,More than 10 years
T07965,F0153,Kalutara,2025-05-08,6:12,6,12,9:05,2.9,4.4,1.87,True,9.0,Closed Container,5 - 10 years
T05102,F0253,Kalutara,2025-05-08,5:33,5,33,8:50,3.3,5.0,2.95,False,0.0,Bucket,3 - 5 years
T04475,F0997,Kurunegala,2025-05-08,6:03,6,3,8:20,2.3,2.3,2.41,True,3.6,Closed Container,5 - 10 years
T01946,F0272,Kalutara,2025-05-08,5:27,5,27,8:44,3.3,7.7,1.31,False,0.0,Closed Container,1 - 3 years
T06499,F0317,Kegalle,2025-05-08,6:28,6,28,9:58,3.5,5.5,1.63,True,5.0,Closed Container,3 - 5 years
T05242,F0706,Galle,2025-05-08,5:27,5,27,9:57,4.5,6.0,0.56,True,3.7,Closed Container,1 - 3 years
T09865,F0055,Kalutara,2025-05-08,4:42,4,42,7:12,2.5,5.7,1.9,True,3.1,Closed Container,5 - 10 years
T04799,F0724,Galle,2025-05-08,6:57,6,57,11:21,4.4,8.6,1.78,True,5.2,Closed Container,1 - 3 years
T00675,F0806,Galle,2025-05-08,5:36,5,36,9:12,3.6,8.0,1.84,True,3.4,Cup,3 - 5 years
T05922,F0310,Kegalle,2025-05-08,4:22,4,22,6:58,2.6,3.0,4.11,True,8.9,Open Container,More than 10 years
T07275,F0569,Ratnapura,2025-05-08,10:36,10,36,14:48,4.2,7.0,0.61,False,0.0,Closed Container,Less than 1 year
T04449,F0619,Ratnapura,2025-05-08,5:48,5,48,7:54,2.1,5.7,1.59,True,6.9,Closed Container,5 - 10 years
T01846,F0345,Kegalle,2025-05-08,7:06,7,6,10:06,3.0,4.7,1.31,True,7.0,Cup,5 - 10 years
T01714,F0123,Kalutara,2025-05-08,9:26,9,26,13:19,3.9,10.8,1.41,False,0.0,Open Container,Less than 1 year
T04282,F0058,Kalutara,2025-05-09,4:29,4,29,7:29,3.0,4.3,1.93,True,5.3,Bucket,5 - 10 years
T01890,F0131,Kalutara,2025-05-09,6:58,6,58,12:22,5.4,6.3,2.36,True,9.6,Closed Container,1 - 3 years
T04778,F0916,Matara,2025-05-09,7:51,7,51,9:57,2.1,3.7,1.78,True,8.6,Closed Container,5 - 10 years
T02303,F0526,Kegalle,2025-05-09,9:03,9,3,12:20,3.3,7.4,1.06,True,6.3,Closed Container,1 - 3 years
T09519,F0773,Galle,2025-05-09,4:28,4,28,6:10,1.7,3.9,5.51,True,7.1,Closed Container,More than 10 years
T02595,F0379,Kegalle,2025-05-09,4:38,4,38,6:55,2.3,5.9,2.09,True,6.8,Open Container,5 - 10 years
T04251,F0454,Kegalle,2025-05-09,8:25,8,25,14:00,5.6,11.5,0.19,False,0.0,Closed Container,Less than 1 year
T08232,F0295,Kalutara,2025-05-09,9:53,9,53,14:53,5.0,6.2,1.37,False,0.0,Open Container,1 - 3 years
T00840,F0524,Kegalle,2025-05-09,4:11,4,11,5:59,1.8,2.8,2.28,False,0.0,Closed Container,More than 10 years
T05989,F0828,Colombo,2025-05-09,6:55,6,55,9:37,2.7,2.7,2.39,True,5.6,Closed Container,5 - 10 years
T00368,F0284,Kalutara,2025-05-09,5:27,5,27,10:51,5.4,5.0,1.72,True,3.7,Closed Container,1 - 3 years
T06636,F0255,Kalutara,2025-05-09,6:40,6,40,9:22,2.7,3.2,5.46,True,8.6,Closed Container,More than 10 years
T07718,F0550,Kegalle,2025-05-09,7:40,7,40,10:46,3.1,5.3,1.58,True,7.0,Closed Container,5 - 10 years
T04539,F0149,Kalutara,2025-05-10,7:14,7,14,10:37,3.4,7.4,2.19,True,5.0,Cup,3 - 5 years
T05168,F0265,Kalutara,2025-05-10,6:05,6,5,8:47,2.7,5.2,2.57,True,3.0,Closed Container,3 - 5 years
T05487,F0941,Kandy,2025-05-10,5:46,5,46,9:28,3.7,4.8,0.94,False,0.0,Bucket,1 - 3 years
T03478,F0971,Kurunegala,2025-05-10,5:45,5,45,9:27,3.7,7.8,2.8,False,0.0,Closed Container,3 - 5 years
T05170,F0974,Kurunegala,2025-05-10,5:52,5,52,8:52,3.0,2.5,1.46,False,0.0,Closed Container,5 - 10 years
T06954,F0592,Ratnapura,2025-05-10,8:39,8,39,12:44,4.1,4.9,1.47,False,0.0,Closed Container,1 - 3 years
T09997,F0185,Kalutara,2025-05-10,5:58,5,58,7:40,1.7,2.3,3.46,True,3.8,Closed Container,More than 10 years
T04665,F0445,Kegalle,2025-05-10,4:33,4,33,7:09,2.6,3.7,5.11,False,0.0,Open Container,More than 10 years
T02067,F0446,Kegalle,2025-05-10,6:57,6,57,10:03,3.1,6.0,2.19,True,6.9,Closed Container,5 - 10 years
T02551,F0600,Ratnapura,2025-05-11,5:05,5,5,7:58,2.9,6.7,1.51,False,0.0,Open Container,3 - 5 years
T06658,F0759,Galle,2025-05-11,8:39,8,39,13:21,4.7,7.2,1.27,True,8.4,Open Container,1 - 3 years
T00386,F0874,Matara,2025-05-11,7:52,7,52,10:28,2.6,7.0,0.77,False,0.0,Closed Container,3 - 5 years
T05194,F0738,Galle,2025-05-11,8:26,8,26,12:13,3.8,6.8,0.6,True,7.7,Closed Container,1 - 3 years
T01584,F0609,Ratnapura,2025-05-11,5:38,5,38,8:25,2.8,1.6,6.0,False,0.0,Closed Container,More than 10 years
T02643,F0657,Ratnapura,2025-05-11,9:53,9,53,14:17,4.4,5.7,1.36,False,0.0,Closed Container,1 - 3 years
T05284,F0015,Kalutara,2025-05-11,7:11,7,11,10:04,2.9,5.6,2.33,True,8.6,Closed Container,5 - 10 years
T08000,F0213,Kalutara,2025-05-11,4:07,4,7,6:07,2.0,3.9,3.04,True,5.6,Bucket,5 - 10 years
T01399,F0627,Ratnapura,2025-05-11,5:55,5,55,8:42,2.8,2.7,1.85,False,0.0,Closed Container,5 - 10 years
T00832,F0184,Kalutara,2025-05-11,8:01,8,1,13:06,5.1,7.5,1.16,False,0.0,Bucket,1 - 3 years
T06294,F0092,Kalutara,2025-05-11,6:30,6,30,9:00,2.5,2.0,2.85,True,6.0,Closed Container,5 - 10 years
T01293,F0164,Kalutara,2025-05-12,6:21,6,21,10:56,4.6,4.3,1.6,True,9.1,Open Container,1 - 3 years
T07763,F0968,Kurunegala,2025-05-12,5:04,5,4,8:04,3.0,4.8,4.1,True,8.0,Closed Container,5 - 10 years
T00552,F0575,Ratnapura,2025-05-12,6:06,6,6,8:42,2.6,6.2,1.79,True,7.4,Open Container,3 - 5 years
T07075,F0456,Kegalle,2025-05-12,4:27,4,27,7:14,2.8,2.3,3.06,True,6.0,Open Container,More than 10 years
T02249,F0147,Kalutara,2025-05-12,5:05,5,5,8:28,3.4,6.1,1.54,False,0.0,Open Container,3 - 5 years
T03332,F0688,Ratnapura,2025-05-12,4:41,4,41,6:53,2.2,2.7,5.35,True,9.9,Closed Container,More than 10 years
T04996,F0989,Kurunegala,2025-05-12,5:56,5,56,8:32,2.6,4.1,1.87,True,5.0,Closed Container,3 - 5 years
T05850,F0016,Kalutara,2025-05-12,4:43,4,43,7:19,2.6,1.4,6.79,True,3.1,Closed Container,More than 10 years
T07016,F0445,Kegalle,2025-05-12,6:43,6,43,8:19,1.6,2.0,2.83,True,9.1,Closed Container,More than 10 years
T06371,F0614,Ratnapura,2025-05-12,4:47,4,47,6:29,1.7,1.7,4.47,True,4.9,Closed Container,More than 10 years
T03918,F0078,Kalutara,2025-05-13,6:04,6,4,8:40,2.6,6.3,1.02,True,7.8,Closed Container,3 - 5 years
T08139,F0241,Kalutara,2025-05-13,7:27,7,27,11:09,3.7,13.5,1.21,False,0.0,Closed Container,Less than 1 year
T02786,F0585,Ratnapura,2025-05-13,5:59,5,59,9:52,3.9,5.9,1.78,True,6.6,Bucket,3 - 5 years
T04506,F0212,Kalutara,2025-05-13,7:51,7,51,11:14,3.4,3.0,3.05,True,8.7,Open Container,5 - 10 years
T01704,F0096,Kalutara,2025-05-13,7:59,7,59,11:22,3.4,4.4,1.69,True,7.3,Closed Container,5 - 10 years
T00678,F0654,Ratnapura,2025-05-13,5:56,5,56,10:31,4.6,8.4,0.88,True,8.0,Open Container,1 - 3 years
T09236,F0191,Kalutara,2025-05-13,5:05,5,5,8:11,3.1,7.6,3.13,True,3.2,Cup,3 - 5 years
T02711,F0573,Ratnapura,2025-05-13,5:47,5,47,8:40,2.9,3.8,2.67,True,3.1,Closed Container,More than 10 years
T06145,F0866,Colombo,2025-05-13,5:22,5,22,7:34,2.2,2.9,4.22,True,7.7,Closed Container,More than 10 years
T04059,F0009,Kalutara,2025-05-14,6:29,6,29,10:22,3.9,8.4,1.03,True,3.5,Bucket,1 - 3 years
T09568,F0230,Kalutara,2025-05-14,6:23,6,23,10:05,3.7,4.4,2.47,True,4.7,Closed Container,3 - 5 years
T00835,F0905,Matara,2025-05-14,6:45,6,45,9:57,3.2,4.1,1.36,False,0.0,Closed Container,1 - 3 years
T03493,F0385,Kegalle,2025-05-14,5:57,5,57,9:14,3.3,3.4,2.65,True,7.4,Closed Container,3 - 5 years
T07200,F0717,Galle,2025-05-14,9:24,9,24,15:41,6.3,5.1,0.71,False,0.0,Open Container,Less than 1 year
T04422,F0304,Kegalle,2025-05-14,9:15,9,15,12:15,3.0,4.1,1.05,True,6.8,Open Container,1 - 3 years
T04744,F0805,Galle,2025-05-14,6:56,6,56,8:49,1.9,2.5,5.41,True,7.2,Open Container,More than 10 years
T08984,F0708,Galle,2025-05-14,4:47,4,47,7:17,2.5,5.4,1.65,True,8.7,Cup,5 - 10 years
T01050,F0897,Matara,2025-05-15,7:51,7,51,10:51,3.0,2.5,3.83,True,8.1,Open Container,5 - 10 years
T07043,F0941,Kandy,2025-05-15,9:59,9,59,13:11,3.2,6.2,0.57,True,5.5,Closed Container,1 - 3 years
T06116,F0764,Galle,2025-05-15,4:43,4,43,7:49,3.1,5.2,1.5,True,7.8,Closed Container,5 - 10 years
T08092,F0886,Matara,2025-05-15,7:42,7,42,12:24,4.7,4.6,0.79,True,6.8,Closed Container,1 - 3 years
T00888,F0055,Kalutara,2025-05-15,7:34,7,34,9:40,2.1,5.5,2.45,False,0.0,Bucket,5 - 10 years
T00679,F0039,Kalutara,2025-05-15,8:04,8,4,12:09,4.1,6.2,1.12,False,0.0,Bucket,3 - 5 years
T08320,F0854,Colombo,2025-05-15,4:27,4,27,7:33,3.1,3.1,3.84,True,9.5,Bucket,5 - 10 years
T05793,F0909,Matara,2025-05-15,5:08,5,8,7:50,2.7,3.8,2.77,True,5.3,Closed Container,More than 10 years
T07918,F0273,Kalutara,2025-05-15,7:20,7,20,10:32,3.2,7.7,0.72,True,5.5,Bucket,3 - 5 years
T02692,F0286,Kalutara,2025-05-15,4:58,4,58,7:34,2.6,4.9,3.39,False,0.0,Closed Container,5 - 10 years
T09854,F0118,Kalutara,2025-05-15,7:30,7,30,9:36,2.1,4.3,1.58,False,0.0,Closed Container,5 - 10 years
T05832,F0927,Kandy,2025-05-15,5:04,5,4,7:21,2.3,5.4,4.0,True,4.7,Closed Container,5 - 10 years
T00410,F0286,Kalutara,2025-05-16,6:48,6,48,9:05,2.3,5.8,3.39,True,8.1,Closed Container,5 - 10 years
T03379,F0503,Kegalle,2025-05-16,9:44,9,44,13:49,4.1,9.3,1.32,True,4.1,Bucket,1 - 3 years
T01338,F0943,Kandy,2025-05-16,7:37,7,37,10:49,3.2,6.9,1.99,False,0.0,Open Container,3 - 5 years
T06077,F0620,Ratnapura,2025-05-16,4:57,4,57,7:33,2.6,2.4,6.0,True,5.9,Closed Container,More than 10 years
T09716,F0273,Kalutara,2025-05-16,5:59,5,59,9:46,3.8,5.1,1.1,False,0.0,Open Container,3 - 5 years
T05019,F0406,Kegalle,2025-05-16,6:37,6,37,11:42,5.1,10.4,1.06,False,0.0,Cup,Less than 1 year
T03896,F0231,Kalutara,2025-05-16,6:48,6,48,11:53,5.1,11.0,0.4,False,0.0,Cup,Less than 1 year
T03621,F0976,Kurunegala,2025-05-16,5:29,5,29,8:22,2.9,2.6,2.13,True,7.4,Closed Container,5 - 10 years
T01328,F0217,Kalutara,2025-05-17,5:30,5,30,8:36,3.1,4.6,2.13,True,7.3,Open Container,5 - 10 years
T09981,F0610,Ratnapura,2025-05-17,7:07,7,7,9:54,2.8,4.8,2.15,True,7.4,Closed Container,5 - 10 years
T04008,F0048,Kalutara,2025-05-17,5:50,5,50,7:43,1.9,1.6,1.86,True,8.3,Open Container,More than 10 years
T06741,F0742,Galle,2025-05-17,5:50,5,50,9:02,3.2,2.6,3.03,True,5.4,Closed Container,5 - 10 years
T06857,F0810,Galle,2025-05-17,6:09,6,9,9:09,3.0,3.8,2.87,True,8.0,Open Container,3 - 5 years
T04264,F0291,Kalutara,2025-05-17,5:13,5,13,7:13,2.0,3.1,2.9,True,8.0,Closed Container,More than 10 years
T06233,F0438,Kegalle,2025-05-17,5:42,5,42,7:18,1.6,1.0,4.52,False,0.0,Closed Container,More than 10 years
T05152,F0613,Ratnapura,2025-05-17,6:13,6,13,9:00,2.8,8.0,1.86,False,0.0,Cup,3 - 5 years
T06686,F0311,Kegalle,2025-05-17,10:37,10,37,16:37,6.0,12.8,1.08,False,0.0,Open Container,Less than 1 year
T01076,F0647,Ratnapura,2025-05-17,6:11,6,11,8:41,2.5,1.1,2.17,True,7.3,Closed Container,More than 10 years
T08604,F0815,Galle,2025-05-17,5:25,5,25,7:42,2.3,4.8,1.59,False,0.0,Closed Container,5 - 10 years
T08015,F0617,Ratnapura,2025-05-17,5:04,5,4,8:27,3.4,4.3,0.96,True,3.1,Open Container,5 - 10 years
T05872,F0489,Kegalle,2025-05-17,7:15,7,15,9:21,2.1,2.6,2.05,True,4.9,Closed Container,5 - 10 years
T09354,F0011,Kalutara,2025-05-17,4:13,4,13,7:30,3.3,2.1,3.44,False,0.0,Closed Container,5 - 10 years
T09592,F0436,Kegalle,2025-05-18,5:05,5,5,6:41,1.6,3.0,2.0,True,4.8,Bucket,More than 10 years
T06285,F0763,Galle,2025-05-18,4:06,4,6,6:48,2.7,4.5,3.55,True,9.9,Closed Container,5 - 10 years
T08042,F0960,Kandy,2025-05-18,7:11,7,11,9:58,2.8,4.0,1.35,True,8.8,Bucket,3 - 5 years
T03304,F0967,Kurunegala,2025-05-18,6:45,6,45,8:38,1.9,2.3,5.49,True,9.9,Closed Container,More than 10 years
T00428,F0398,Kegalle,2025-05-18,7:15,7,15,11:02,3.8,5.7,1.69,False,0.0,Closed Container,1 - 3 years
T02588,F0492,Kegalle,2025-05-18,7:00,7,0,9:06,2.1,2.0,1.98,True,5.2,Bucket,5 - 10 years
T08123,F0210,Kalutara,2025-05-18,7:27,7,27,11:57,4.5,3.4,1.8,True,8.8,Closed Container,3 - 5 years
T06631,F0867,Colombo,2025-05-18,5:37,5,37,7:37,2.0,3.7,4.9,True,6.7,Closed Container,More than 10 years
T09760,F0884,Matara,2025-05-18,7:50,7,50,12:20,4.5,5.7,2.04,True,4.3,Open Container,3 - 5 years
T06934,F0849,Colombo,2025-05-18,5:11,5,11,7:34,2.4,2.6,2.42,True,4.7,Bucket,5 - 10 years
T09538,F0361,Kegalle,2025-05-18,4:05,4,5,6:22,2.3,2.2,6.64,True,3.3,Closed Container,More than 10 years
T09001,F0204,Kalutara,2025-05-18,5:30,5,30,7:53,2.4,1.7,3.19,True,9.5,Closed Container,More than 10 years
T00967,F0054,Kalutara,2025-05-18,4:12,4,12,6:18,2.1,6.0,3.58,True,6.8,Open Container,5 - 10 years
T02435,F0492,Kegalle,2025-05-19,6:51,6,51,8:57,2.1,2.9,2.17,True,5.4,Closed Container,5 - 10 years
T04600,F0846,Colombo,2025-05-19,5:32,5,32,8:14,2.7,3.7,3.4,True,6.7,Closed Container,More than 10 years
T05646,F0337,Kegalle,2025-05-19,7:15,7,15,9:45,2.5,4.9,4.98,True,7.1,Closed Container,5 - 10 years
T07786,F0596,Ratnapura,2025-05-19,5:46,5,46,8:33,2.8,4.8,1.43,True,9.9,Open Container,3 - 5 years
T02848,F0529,Kegalle,2025-05-19,6:38,6,38,12:02,5.4,8.4,0.9,False,0.0,Open Container,1 - 3 years
T07224,F0370,Kegalle,2025-05-19,5:09,5,9,7:51,2.7,5.4,2.9,True,9.9,Open Container,5 - 10 years
T03544,F0922,Kandy,2025-05-19,5:16,5,16,10:28,5.2,6.8,1.03,True,8.0,Open Container,1 - 3 years
T00761,F0618,Ratnapura,2025-05-19,8:12,8,12,11:54,3.7,7.0,1.93,False,0.0,Bucket,1 - 3 years
T07451,F0205,Kalutara,2025-05-19,9:47,9,47,13:47,4.0,9.1,0.61,False,0.0,Open Container,1 - 3 years
T01868,F0477,Kegalle,2025-05-19,8:25,8,25,12:18,3.9,8.0,1.72,False,0.0,Closed Container,3 - 5 years
T06663,F0081,Kalutara,2025-05-19,5:47,5,47,10:47,5.0,7.4,1.09,True,5.6,Open Container,1 - 3 years
T03920,F0291,Kalutara,2025-05-19,4:18,4,18,7:00,2.7,3.4,1.66,True,5.0,Closed Container,More than 10 years
T05391,F0870,Colombo,2025-05-19,6:16,6,16,8:52,2.6,2.8,5.45,True,8.8,Closed Container,More than 10 years
T03106,F0009,Kalutara,2025-05-19,6:48,6,48,10:05,3.3,7.8,0.88,True,4.0,Closed Container,1 - 3 years
T06209,F0619,Ratnapura,2025-05-20,7:23,7,23,10:05,2.7,6.0,3.68,True,7.6,Closed Container,5 - 10 years
T01275,F0457,Kegalle,2025-05-20,5:03,5,3,7:20,2.3,3.7,6.05,True,5.3,Closed Container,More than 10 years
T05224,F0554,Ratnapura,2025-05-20,5:01,5,1,8:13,3.2,4.2,3.65,False,0.0,Closed Container,5 - 10 years
T05345,F0724,Galle,2025-05-20,8:00,8,0,13:00,5.0,6.0,0.89,False,0.0,Open Container,1 - 3 years
T04860,F0736,Galle,2025-05-20,7:36,7,36,12:53,5.3,5.1,1.19,True,5.4,Closed Container,1 - 3 years
T08605,F0186,Kalutara,2025-05-20,8:35,8,35,11:52,3.3,8.3,0.7,False,0.0,Closed Container,1 - 3 years
T03240,F0807,Galle,2025-05-20,6:57,6,57,9:57,3.0,5.8,1.08,False,0.0,Closed Container,3 - 5 years
T06596,F0406,Kegalle,2025-05-20,8:51,8,51,14:26,5.6,9.9,0.76,False,0.0,Bucket,Less than 1 year
T00752,F0860,Colombo,2025-05-20,5:24,5,24,9:06,3.7,7.6,0.54,False,0.0,Open Container,1 - 3 years
T04126,F0500,Kegalle,2025-05-20,8:38,8,38,14:02,5.4,5.5,2.6,False,0.0,Closed Container,1 - 3 years
T05143,F0489,Kegalle,2025-05-21,5:39,5,39,7:56,2.3,2.6,1.75,False,0.0,Closed Container,5 - 10 years
T01146,F0249,Kalutara,2025-05-21,7:58,7,58,12:10,4.2,5.0,1.55,True,3.5,Cup,3 - 5 years
T08363,F0594,Ratnapura,2025-05-21,5:22,5,22,8:09,2.8,3.5,1.67,True,7.0,Closed Container,3 - 5 years
T05677,F0356,Kegalle,2025-05-21,5:43,5,43,7:36,1.9,1.8,2.57,True,5.4,Closed Container,More than 10 years
T00923,F0849,Colombo,2025-05-21,7:17,7,17,10:10,2.9,4.6,3.81,True,9.3,Closed Container,5 - 10 years
T04943,F0581,Ratnapura,2025-05-21,5:07,5,7,7:49,2.7,5.6,3.6,False,0.0,Closed Container,5 - 10 years
T06487,F0741,Galle,2025-05-21,5:21,5,21,8:08,2.8,2.7,1.51,True,6.3,Cup,5 - 10 years
T04464,F0755,Galle,2025-05-21,5:36,5,36,7:42,2.1,2.2,1.94,True,9.2,Closed Container,More than 10 years
T07596,F0034,Kalutara,2025-05-21,9:13,9,13,13:18,4.1,6.9,1.39,True,9.7,Closed Container,1 - 3 years
T02013,F0199,Kalutara,2025-05-21,5:12,5,12,8:29,3.3,2.7,4.43,True,8.5,Closed Container,5 - 10 years
T06805,F0115,Kalutara,2025-05-21,4:42,4,42,6:54,2.2,4.6,2.11,True,9.1,Closed Container,5 - 10 years
T00640,F0141,Kalutara,2025-05-21,6:42,6,42,8:18,1.6,1.7,2.03,True,8.7,Open Container,More than 10 years
T00810,F0019,Kalutara,2025-05-21,6:28,6,28,11:10,4.7,11.4,0.84,False,0.0,Bucket,Less than 1 year
T05871,F0045,Kalutara,2025-05-22,6:34,6,34,9:46,3.2,2.3,2.6,True,5.4,Closed Container,5 - 10 years
T02358,F0935,Kandy,2025-05-22,4:36,4,36,6:24,1.8,3.4,8.13,True,4.8,Closed Container,More than 10 years
T08328,F0494,Kegalle,2025-05-22,5:39,5,39,8:02,2.4,2.7,5.04,True,3.6,Closed Container,More than 10 years
T03064,F0200,Kalutara,2025-05-22,6:39,6,39,9:02,2.4,3.1,2.05,True,5.3,Closed Container,5 - 10 years
T04432,F0628,Ratnapura,2025-05-22,6:57,6,57,9:44,2.8,3.3,3.28,True,6.6,Closed Container,More than 10 years
T07987,F0722,Galle,2025-05-22,6:49,6,49,10:25,3.6,9.5,0.82,False,0.0,Cup,1 - 3 years
T04393,F0113,Kalutara,2025-05-22,7:07,7,7,9:54,2.8,2.8,2.33,True,5.0,Closed Container,5 - 10 years
T05390,F0309,Kegalle,2025-05-22,9:12,9,12,12:54,3.7,8.5,0.33,False,0.0,Closed Container,Less than 1 year
T08130,F0452,Kegalle,2025-05-22,5:37,5,37,10:07,4.5,6.7,1.02,False,0.0,Bucket,1 - 3 years
T03477,F0751,Galle,2025-05-22,6:00,6,0,9:12,3.2,4.7,1.19,True,7.0,Bucket,3 - 5 years
T04655,F0539,Kegalle,2025-05-23,8:12,8,12,10:59,2.8,4.6,1.8,False,0.0,Bucket,3 - 5 years
T01869,F0670,Ratnapura,2025-05-23,7:57,7,57,12:51,4.9,12.0,0.34,False,0.0,Open Container,Less than 1 year
T00328,F0501,Kegalle,2025-05-23,7:32,7,32,10:02,2.5,4.0,2.57,True,3.7,Closed Container,5 - 10 years
T08336,F0178,Kalutara,2025-05-23,6:29,6,29,10:22,3.9,4.7,1.18,True,3.2,Closed Container,3 - 5 years
T06232,F0354,Kegalle,2025-05-23,6:08,6,8,10:32,4.4,5.5,3.42,True,7.6,Closed Container,3 - 5 years
T00416,F0461,Kegalle,2025-05-23,6:44,6,44,12:01,5.3,6.0,0.67,False,0.0,Cup,1 - 3 years
T01950,F0849,Colombo,2025-05-23,7:23,7,23,9:59,2.6,5.1,3.08,True,8.4,Closed Container,5 - 10 years
T04290,F0112,Kalutara,2025-05-23,7:15,7,15,11:27,4.2,6.8,1.28,True,9.8,Open Container,3 - 5 years
T08461,F0526,Kegalle,2025-05-24,8:47,8,47,14:11,5.4,5.8,2.59,False,0.0,Bucket,1 - 3 years
T09161,F0968,Kurunegala,2025-05-24,5:10,5,10,7:33,2.4,2.1,3.96,True,3.9,Bucket,5 - 10 years
T02394,F0161,Kalutara,2025-05-24,6:27,6,27,8:39,2.2,2.0,10.47,True,9.8,Closed Container,More than 10 years
T08866,F0312,Kegalle,2025-05-24,4:11,4,11,6:34,2.4,2.9,1.24,True,8.7,Open Container,5 - 10 years
T05225,F0964,Kurunegala,2025-05-24,7:55,7,55,10:48,2.9,6.8,2.31,True,5.3,Closed Container,3 - 5 years
T00604,F0315,Kegalle,2025-05-24,8:34,8,34,12:39,4.1,6.0,1.11,True,7.6,Closed Container,3 - 5 years
T06975,F0261,Kalutara,2025-05-24,6:32,6,32,11:49,5.3,11.1,0.51,False,0.0,Bucket,Less than 1 year
T05706,F0912,Matara,2025-05-24,4:19,4,19,6:12,1.9,2.5,5.4,False,0.0,Closed Container,More than 10 years
T08477,F0771,Galle,2025-05-24,8:44,8,44,15:19,6.6,8.0,0.28,False,0.0,Bucket,Less than 1 year
T02245,F0788,Galle,2025-05-24,9:40,9,40,14:57,5.3,7.2,0.68,False,0.0,Bucket,Less than 1 year
T05939,F0734,Galle,2025-05-24,6:58,6,58,13:10,6.2,12.8,0.6,False,0.0,Closed Container,Less than 1 year
T01514,F0023,Kalutara,2025-05-24,7:49,7,49,12:31,4.7,4.3,1.05,True,3.6,Bucket,1 - 3 years
T06947,F0607,Ratnapura,2025-05-24,5:09,5,9,8:32,3.4,5.8,0.49,True,4.1,Closed Container,1 - 3 years
T01508,F0877,Matara,2025-05-24,4:38,4,38,6:20,1.7,2.8,1.88,True,8.8,Open Container,More than 10 years
T05903,F0589,Ratnapura,2025-05-25,6:24,6,24,10:17,3.9,7.2,0.72,False,0.0,Open Container,1 - 3 years
T05544,F0614,Ratnapura,2025-05-25,5:47,5,47,8:34,2.8,2.8,3.79,False,0.0,Closed Container,More than 10 years
T03274,F0812,Galle,2025-05-25,5:51,5,51,10:21,4.5,9.8,0.9,False,0.0,Closed Container,1 - 3 years
T02558,F0151,Kalutara,2025-05-25,6:33,6,33,10:26,3.9,9.6,1.26,True,4.4,Closed Container,1 - 3 years
T05183,F0061,Kalutara,2025-05-25,8:39,8,39,13:14,4.6,8.5,1.25,True,4.0,Cup,1 - 3 years
T02927,F0151,Kalutara,2025-05-25,6:01,6,1,11:25,5.4,8.9,1.8,False,0.0,Bucket,1 - 3 years
T08272,F0504,Kegalle,2025-05-25,7:49,7,49,11:06,3.3,7.7,0.97,True,3.5,Closed Container,3 - 5 years
T08070,F0777,Galle,2025-05-25,6:00,6,0,10:30,4.5,8.2,0.84,True,9.8,Cup,Less than 1 year
T07142,F0160,Kalutara,2025-05-25,4:24,4,24,6:06,1.7,2.5,3.31,True,6.8,Open Container,More than 10 years
T02817,F0410,Kegalle,2025-05-25,9:51,9,51,13:44,3.9,5.0,0.68,False,0.0,Closed Container,1 - 3 years
T04214,F0946,Kandy,2025-05-25,7:12,7,12,9:54,2.7,4.1,4.44,False,0.0,Bucket,5 - 10 years
T06962,F0024,Kalutara,2025-05-25,5:15,5,15,8:08,2.9,3.3,4.44,True,6.8,Closed Container,More than 10 years
T00963,F0643,Ratnapura,2025-05-25,7:12,7,12,9:59,2.8,4.0,0.81,False,0.0,Open Container,3 - 5 years
T08152,F0175,Kalutara,2025-05-26,6:04,6,4,8:16,2.2,3.1,2.5,True,4.6,Open Container,5 - 10 years
T08521,F0042,Kalutara,2025-05-26,7:48,7,48,10:41,2.9,5.9,2.99,True,5.7,Open Container,3 - 5 years
T04482,F0055,Kalutara,2025-05-26,5:33,5,33,8:33,3.0,4.6,1.66,True,9.6,Closed Container,5 - 10 years
T09380,F0088,Kalutara,2025-05-26,7:10,7,10,11:27,4.3,3.7,1.73,True,7.9,Closed Container,3 - 5 years
T04533,F0462,Kegalle,2025-05-26,5:04,5,4,9:09,4.1,5.9,1.08,False,0.0,Cup,1 - 3 years
T07970,F0933,Kandy,2025-05-26,5:08,5,8,10:13,5.1,5.7,1.13,False,0.0,Closed Container,1 - 3 years
T03164,F0138,Kalutara,2025-05-26,7:23,7,23,12:10,4.8,6.4,0.97,True,7.3,Closed Container,1 - 3 years
T03865,F0028,Kalutara,2025-05-26,8:42,8,42,11:29,2.8,3.1,1.97,False,0.0,Open Container,3 - 5 years
T01086,F0216,Kalutara,2025-05-26,7:59,7,59,11:41,3.7,9.4,1.65,False,0.0,Bucket,1 - 3 years
T07160,F0817,Galle,2025-05-26,6:39,6,39,10:51,4.2,7.0,1.43,False,0.0,Bucket,3 - 5 years
T07862,F0483,Kegalle,2025-05-26,4:57,4,57,7:50,2.9,5.9,1.14,True,3.7,Open Container,5 - 10 years
T03005,F0430,Kegalle,2025-05-26,5:27,5,27,9:57,4.5,4.7,1.65,False,0.0,Closed Container,3 - 5 years
