time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),precipitation_sum (mm),wind_speed_10m_max (km/h),district,year
4/27/2026,33.3,24.0,26.8,100,57,1.2,12.7,Kagalle,2026
4/28/2026,32.4,24.0,26.9,99,56,0.1,12.0,Kagalle,2026
4/29/2026,32.8,23.7,26.9,100,56,9.1,13.5,Kagalle,2026
4/30/2026,33.5,23.5,27.0,99,57,0.7,13.5,Kagalle,2026
5/1/2026,32.9,23.4,27.1,98,58,2.5,12.0,Kagalle,2026
5/2/2026,33.2,24.2,27.2,91,57,1.5,14.3,Kagalle,2026
1/1/2024,27.4,23.0,24.9,99,82,21.4,7.2,Rathnapura,2024
1/2/2024,30.0,23.3,25.8,99,71,17.0,8.9,Rathnapura,2024
1/3/2024,30.5,22.8,26.2,96,71,2.0,6.5,Rathnapura,2024
1/4/2024,30.3,22.8,25.8,99,70,11.4,7.3,Rathnapura,2024
1/5/2024,30.6,22.7,25.8,97,75,12.9,7.9,Rathnapura,2024
1/6/2024,30.8,22.4,25.5,98,68,14.9,6.5,Rathnapura,2024
1/7/2024,29.3,22.8,25.5,99,75,18.5,9.2,Rathnapura,2024
1/8/2024,27.5,22.6,25.1,100,81,4.4,7.3,Rathnapura,2024
1/9/2024,27.1,23.6,25.1,97,83,7.3,8.0,Rathnapura,2024
1/10/2024,26.7,22.7,24.5,99,85,8.4,16.9,Rathnapura,2024
1/11/2024,29.8,22.6,25.4,98,71,5.1,7.2,Rathnapura,2024
1/12/2024,30.1,22.2,25.7,98,63,0.0,7.2,Rathnapura,2024
1/13/2024,31.5,21.1,25.8,97,52,0.0,10.0,Rathnapura,2024
1/14/2024,30.4,21.4,25.8,95,57,0.0,9.3,Rathnapura,2024
1/15/2024,28.1,20.3,24.9,95,74,0.7,5.8,Rathnapura,2024
1/16/2024,29.0,19.1,24.2,95,60,0.0,8.4,Rathnapura,2024
1/17/2024,28.7,19.8,24.8,93,63,0.2,7.7,Rathnapura,2024
1/18/2024,30.1,22.1,26.0,98,69,0.9,8.7,Rathnapura,2024
1/19/2024,29.9,22.4,25.4,99,70,3.8,8.9,Rathnapura,2024
1/20/2024,29.3,22.8,25.4,97,72,2.5,8.9,Rathnapura,2024
1/21/2024,31.5,22.2,26.6,97,61,0.0,13.4,Rathnapura,2024
1/22/2024,31.3,23.1,27.0,98,65,0.1,9.2,Rathnapura,2024
1/23/2024,31.0,23.3,26.8,98,62,0.0,9.2,Rathnapura,2024
1/24/2024,30.1,22.3,26.0,91,63,0.0,8.2,Rathnapura,2024
1/25/2024,30.2,20.6,25.3,95,56,0.0,7.4,Rathnapura,2024
1/26/2024,30.4,21.4,25.7,92,54,0.0,9.7,Rathnapura,2024
1/27/2024,30.8,21.8,26.2,96,58,0.0,9.5,Rathnapura,2024
1/28/2024,31.3,22.2,26.4,97,63,0.2,6.5,Rathnapura,2024
1/29/2024,30.6,23.2,26.4,96,66,2.2,6.9,Rathnapura,2024
1/30/2024,30.5,23.0,25.8,97,68,2.6,10.2,Rathnapura,2024
1/31/2024,30.6,23.0,26.2,100,71,2.0,9.2,Rathnapura,2024
2/1/2024,31.0,23.5,25.9,97,67,10.2,14.6,Rathnapura,2024
2/2/2024,30.6,22.4,26.3,96,70,0.1,7.3,Rathnapura,2024
2/3/2024,32.0,23.3,27.1,97,59,0.0,8.8,Rathnapura,2024
2/4/2024,30.5,22.3,25.7,99,72,19.1,8.3,Rathnapura,2024
2/5/2024,29.5,22.3,25.6,99,71,2.2,7.2,Rathnapura,2024
2/6/2024,30.6,21.9,26.3,100,62,0.0,7.1,Rathnapura,2024
2/7/2024,29.9,21.5,25.7,95,65,0.3,6.1,Rathnapura,2024
2/8/2024,31.0,21.1,26.0,94,58,0.0,7.5,Rathnapura,2024
2/9/2024,29.5,21.4,25.4,99,62,0.0,9.3,Rathnapura,2024
2/10/2024,30.8,21.3,26.0,91,56,0.1,9.0,Rathnapura,2024
2/11/2024,31.2,21.3,26.1,86,57,0.0,8.9,Rathnapura,2024
2/12/2024,31.2,22.1,26.5,87,60,0.0,9.5,Rathnapura,2024
2/13/2024,31.9,22.8,26.9,92,54,1.5,8.4,Rathnapura,2024
2/14/2024,31.6,22.9,27.0,94,61,1.3,6.8,Rathnapura,2024
2/15/2024,31.3,23.5,26.6,97,66,1.8,13.2,Rathnapura,2024
2/16/2024,32.1,22.0,26.5,95,57,0.8,6.2,Rathnapura,2024
2/17/2024,32.7,22.8,27.2,96,59,1.8,12.3,Rathnapura,2024
2/18/2024,33.0,22.9,27.8,97,51,0.3,9.6,Rathnapura,2024
2/19/2024,32.0,22.5,27.4,84,56,0.0,17.5,Rathnapura,2024
2/20/2024,32.0,23.1,27.5,94,57,0.2,13.3,Rathnapura,2024
2/21/2024,33.5,23.8,28.2,96,54,1.2,10.0,Rathnapura,2024
2/22/2024,32.6,23.5,27.2,98,58,0.8,11.3,Rathnapura,2024
2/23/2024,34.9,22.7,28.1,98,43,0.7,14.5,Rathnapura,2024
2/24/2024,32.8,24.0,27.8,96,55,1.0,9.8,Rathnapura,2024
2/25/2024,32.6,23.1,27.5,97,48,0.2,12.6,Rathnapura,2024
2/26/2024,33.1,23.3,28.0,98,53,0.0,11.9,Rathnapura,2024
2/27/2024,32.8,23.8,28.3,89,54,0.0,9.5,Rathnapura,2024
2/28/2024,33.1,24.0,27.7,93,53,2.8,13.8,Rathnapura,2024
2/29/2024,33.1,22.8,27.7,94,50,0.0,13.9,Rathnapura,2024
3/1/2024,34.0,22.9,28.0,96,39,0.0,16.5,Rathnapura,2024
3/2/2024,32.6,25.0,28.4,89,54,0.0,9.2,Rathnapura,2024
3/3/2024,33.3,22.7,27.6,97,45,0.5,12.6,Rathnapura,2024
3/4/2024,33.3,22.2,27.6,100,43,0.6,11.5,Rathnapura,2024
3/5/2024,33.6,23.2,28.0,96,45,0.5,15.3,Rathnapura,2024
3/6/2024,32.8,24.7,28.2,97,50,0.8,11.0,Rathnapura,2024
3/7/2024,33.5,24.0,28.3,93,50,0.4,14.5,Rathnapura,2024
3/8/2024,32.2,24.3,27.5,98,60,2.0,14.1,Rathnapura,2024
3/9/2024,34.3,22.6,27.8,99,40,0.2,10.9,Rathnapura,2024
3/10/2024,33.6,22.5,27.7,96,44,0.0,15.2,Rathnapura,2024
3/11/2024,33.3,23.0,27.9,95,43,0.0,9.2,Rathnapura,2024
3/12/2024,34.2,23.1,28.3,98,45,0.3,14.8,Rathnapura,2024
3/13/2024,34.9,23.4,28.2,98,39,1.6,17.8,Rathnapura,2024
3/14/2024,34.5,23.7,28.3,97,43,0.2,14.4,Rathnapura,2024
3/15/2024,33.6,24.0,28.1,96,51,2.1,10.4,Rathnapura,2024
3/16/2024,34.9,23.2,28.8,95,39,0.1,13.3,Rathnapura,2024
3/17/2024,35.4,23.3,28.7,92,30,0.0,14.9,Rathnapura,2024
3/18/2024,34.7,23.2,28.7,91,35,0.0,16.2,Rathnapura,2024
3/19/2024,35.0,23.0,28.6,90,39,0.0,17.4,Rathnapura,2024
3/20/2024,35.5,23.4,29.0,91,33,0.0,18.4,Rathnapura,2024
3/21/2024,33.2,24.2,27.5,97,56,3.8,14.3,Rathnapura,2024
3/22/2024,33.3,23.9,27.3,99,58,4.0,9.6,Rathnapura,2024
3/23/2024,33.4,24.1,27.3,97,54,27.2,14.2,Rathnapura,2024
3/24/2024,31.6,23.8,26.8,99,65,10.8,10.2,Rathnapura,2024
3/25/2024,33.0,23.4,28.1,98,57,0.2,6.0,Rathnapura,2024
3/26/2024,32.1,23.4,27.5,99,64,4.0,11.3,Rathnapura,2024
3/27/2024,32.6,23.9,27.1,95,62,4.2,15.4,Rathnapura,2024
3/28/2024,32.0,24.0,27.3,97,62,23.4,7.9,Rathnapura,2024
3/29/2024,32.6,24.3,28.0,98,54,0.5,6.9,Rathnapura,2024
3/30/2024,33.6,23.5,28.0,96,49,0.4,15.5,Rathnapura,2024
3/31/2024,33.2,23.6,27.7,95,58,7.2,11.3,Rathnapura,2024
4/1/2024,33.8,24.3,27.5,96,56,26.0,13.7,Rathnapura,2024
4/2/2024,33.6,23.5,28.1,97,58,5.6,10.0,Rathnapura,2024
4/3/2024,33.6,24.0,27.7,98,59,15.3,6.4,Rathnapura,2024
4/4/2024,33.7,23.6,27.4,96,59,15.8,13.2,Rathnapura,2024
4/5/2024,33.0,23.9,27.7,99,64,3.5,10.0,Rathnapura,2024
4/6/2024,34.5,24.9,28.9,97,50,0.7,10.5,Rathnapura,2024
4/7/2024,34.6,24.5,28.4,96,49,1.1,13.1,Rathnapura,2024
4/8/2024,34.5,24.2,28.5,97,50,2.2,11.2,Rathnapura,2024
4/9/2024,33.8,23.6,28.6,98,44,0.0,12.8,Rathnapura,2024
4/10/2024,34.9,24.4,29.0,95,45,0.9,15.7,Rathnapura,2024
4/11/2024,34.7,24.5,28.2,94,47,0.9,11.2,Rathnapura,2024
4/12/2024,31.0,24.5,26.8,98,64,19.6,14.7,Rathnapura,2024
4/13/2024,32.0,24.0,27.5,100,63,2.0,8.4,Rathnapura,2024
4/14/2024,31.6,24.4,26.7,97,64,16.8,12.4,Rathnapura,2024
4/15/2024,30.9,24.6,27.2,99,72,6.1,11.4,Rathnapura,2024
4/16/2024,32.4,24.5,27.4,98,64,10.5,12.9,Rathnapura,2024
4/17/2024,32.5,23.4,27.5,97,66,3.9,8.1,Rathnapura,2024
4/18/2024,32.9,24.1,27.8,96,58,1.2,11.5,Rathnapura,2024
4/19/2024,31.9,24.9,27.9,95,72,2.9,11.5,Rathnapura,2024
4/20/2024,32.9,25.6,28.3,96,69,3.6,11.9,Rathnapura,2024
4/21/2024,33.0,24.5,28.2,98,63,1.3,13.1,Rathnapura,2024
4/22/2024,32.4,24.4,27.9,99,65,2.8,8.9,Rathnapura,2024
4/23/2024,34.6,24.1,28.4,97,54,0.7,10.9,Rathnapura,2024
4/24/2024,32.8,24.8,27.9,96,63,12.0,11.6,Rathnapura,2024
4/25/2024,33.3,24.1,28.5,97,54,0.0,8.0,Rathnapura,2024
4/26/2024,34.3,26.2,29.4,95,51,2.8,10.3,Rathnapura,2024
4/27/2024,34.1,24.9,28.2,97,57,2.9,11.6,Rathnapura,2024
4/28/2024,33.6,24.7,28.1,98,61,5.2,10.0,Rathnapura,2024
4/29/2024,33.4,24.6,27.6,97,61,12.7,12.9,Rathnapura,2024
4/30/2024,33.7,24.6,27.8,97,62,6.1,10.8,Rathnapura,2024
5/1/2024,33.3,24.0,28.1,98,64,3.2,7.3,Rathnapura,2024
5/2/2024,33.2,24.6,28.9,98,64,1.0,7.9,Rathnapura,2024
5/3/2024,33.5,25.1,28.7,95,64,4.4,11.7,Rathnapura,2024
5/4/2024,32.2,25.4,28.5,97,74,3.3,10.1,Rathnapura,2024
5/5/2024,32.2,25.7,28.3,98,70,4.8,11.0,Rathnapura,2024
5/6/2024,32.6,25.8,28.3,98,70,7.6,10.5,Rathnapura,2024
5/7/2024,32.4,25.1,28.0,99,69,4.9,11.2,Rathnapura,2024
5/8/2024,31.3,24.2,27.5,99,72,20.0,8.0,Rathnapura,2024
5/9/2024,32.7,25.3,27.9,98,68,18.5,11.3,Rathnapura,2024
5/10/2024,30.5,24.4,27.4,98,77,16.4,7.6,Rathnapura,2024
5/11/2024,32.8,25.1,27.9,97,64,17.0,17.7,Rathnapura,2024
5/12/2024,31.6,25.3,27.3,99,73,12.2,10.7,Rathnapura,2024
5/13/2024,32.4,24.4,27.7,98,65,8.1,7.1,Rathnapura,2024
5/14/2024,32.5,24.4,27.3,99,65,15.9,14.4,Rathnapura,2024
5/15/2024,31.5,24.2,26.9,98,70,11.6,8.5,Rathnapura,2024
5/16/2024,30.4,25.1,26.9,99,73,11.7,6.6,Rathnapura,2024
5/17/2024,30.9,25.1,27.1,99,69,13.9,11.1,Rathnapura,2024
5/18/2024,28.4,24.3,26.1,97,84,60.5,9.0,Rathnapura,2024
5/19/2024,29.0,24.2,26.1,98,82,26.0,9.4,Rathnapura,2024
5/20/2024,27.5,24.5,25.4,98,87,34.7,15.1,Rathnapura,2024
5/21/2024,27.5,24.2,25.6,99,83,31.2,13.4,Rathnapura,2024
5/22/2024,28.7,24.3,26.3,97,84,45.8,19.4,Rathnapura,2024
5/23/2024,29.4,25.0,26.4,95,79,30.5,24.2,Rathnapura,2024
5/24/2024,29.4,25.1,26.8,94,78,22.7,20.9,Rathnapura,2024
5/25/2024,28.7,24.8,26.0,96,85,46.4,22.7,Rathnapura,2024
5/26/2024,28.9,24.3,26.1,97,82,56.7,21.7,Rathnapura,2024
5/27/2024,28.1,24.0,25.9,97,85,74.3,13.4,Rathnapura,2024
5/28/2024,28.6,24.1,25.8,96,84,61.8,12.6,Rathnapura,2024
5/29/2024,28.2,24.5,26.1,95,85,24.5,14.6,Rathnapura,2024
5/30/2024,29.1,24.2,26.3,96,82,32.3,17.6,Rathnapura,2024
5/31/2024,29.6,24.3,26.9,98,81,8.3,14.2,Rathnapura,2024
6/1/2024,29.6,24.3,26.6,97,82,52.5,10.2,Rathnapura,2024
6/2/2024,27.7,24.1,25.8,98,86,40.2,8.5,Rathnapura,2024
6/3/2024,29.6,24.1,26.6,98,77,21.8,11.9,Rathnapura,2024
6/4/2024,29.7,24.3,27.0,96,78,3.9,10.2,Rathnapura,2024
6/5/2024,30.2,24.6,27.2,95,74,2.2,10.7,Rathnapura,2024
6/6/2024,30.2,24.1,26.7,94,71,2.1,10.9,Rathnapura,2024
6/7/2024,29.8,24.5,26.8,93,76,2.8,10.7,Rathnapura,2024
6/8/2024,30.0,24.6,26.8,95,75,7.6,9.2,Rathnapura,2024
6/9/2024,29.5,23.6,26.3,96,75,13.1,13.3,Rathnapura,2024
6/10/2024,29.8,24.4,26.5,96,77,4.9,12.8,Rathnapura,2024
6/11/2024,30.1,24.8,26.7,97,73,5.7,14.5,Rathnapura,2024
6/12/2024,29.7,24.3,26.4,96,78,8.4,13.6,Rathnapura,2024
6/13/2024,29.9,24.9,26.9,97,76,3.3,13.5,Rathnapura,2024
6/14/2024,30.3,25.1,27.3,95,70,4.6,15.1,Rathnapura,2024
6/15/2024,29.5,24.3,26.5,96,77,5.7,14.8,Rathnapura,2024
6/16/2024,29.6,24.4,26.9,95,76,3.9,12.6,Rathnapura,2024
6/17/2024,30.2,23.9,26.9,94,75,4.3,11.3,Rathnapura,2024
6/18/2024,29.5,25.0,26.4,97,79,11.3,11.8,Rathnapura,2024
6/19/2024,28.8,24.3,26.0,97,82,15.3,11.0,Rathnapura,2024
6/20/2024,29.9,24.1,26.2,96,73,11.5,13.7,Rathnapura,2024
6/21/2024,28.3,23.6,25.6,98,82,37.8,17.7,Rathnapura,2024
6/22/2024,28.7,23.7,25.4,96,80,54.4,18.3,Rathnapura,2024
6/23/2024,29.6,23.9,26.0,95,73,13.8,18.6,Rathnapura,2024
6/24/2024,29.5,23.8,25.9,97,78,21.2,17.0,Rathnapura,2024
6/25/2024,28.0,23.4,25.1,97,83,28.4,15.8,Rathnapura,2024
6/26/2024,28.7,23.8,25.4,95,79,21.2,21.1,Rathnapura,2024
6/27/2024,30.1,23.7,26.8,95,70,4.9,14.9,Rathnapura,2024
6/28/2024,30.3,23.8,26.8,98,70,3.2,16.7,Rathnapura,2024
6/29/2024,29.8,23.1,26.4,96,73,3.3,11.0,Rathnapura,2024
6/30/2024,29.4,23.5,26.3,96,78,4.6,10.7,Rathnapura,2024
7/1/2024,29.2,24.9,26.6,96,79,5.4,12.1,Rathnapura,2024
7/2/2024,30.5,24.8,27.2,96,71,3.1,13.2,Rathnapura,2024
7/3/2024,30.2,23.8,26.5,96,76,15.2,14.1,Rathnapura,2024
7/4/2024,29.0,23.7,26.0,97,78,12.1,7.9,Rathnapura,2024
7/5/2024,28.1,24.0,25.5,96,82,36.3,12.6,Rathnapura,2024
7/6/2024,28.7,24.0,26.1,95,77,4.8,13.2,Rathnapura,2024
7/7/2024,29.1,24.2,26.2,96,79,11.8,9.7,Rathnapura,2024
7/8/2024,28.6,23.4,25.6,96,78,8.6,14.2,Rathnapura,2024
7/9/2024,30.3,24.3,27.0,93,66,4.4,16.1,Rathnapura,2024
7/10/2024,30.2,24.2,26.7,94,68,4.1,13.6,Rathnapura,2024
7/11/2024,29.9,24.5,27.0,97,72,4.8,14.5,Rathnapura,2024
7/12/2024,29.2,24.1,26.1,97,80,11.3,15.2,Rathnapura,2024
7/13/2024,27.2,24.1,25.2,96,86,21.4,14.3,Rathnapura,2024
7/14/2024,30.5,24.3,26.6,95,74,6.0,18.1,Rathnapura,2024
7/15/2024,28.8,23.6,25.7,96,78,22.9,18.5,Rathnapura,2024
7/16/2024,29.5,23.5,26.3,98,78,24.2,15.5,Rathnapura,2024
7/17/2024,28.6,24.0,25.9,96,81,14.6,14.7,Rathnapura,2024
7/18/2024,27.9,24.5,25.9,97,84,8.9,14.0,Rathnapura,2024
7/19/2024,30.0,25.2,27.0,94,73,5.5,18.5,Rathnapura,2024
7/20/2024,31.0,24.5,27.3,96,66,2.8,18.1,Rathnapura,2024
7/21/2024,31.3,24.7,27.5,89,62,0.0,17.9,Rathnapura,2024
7/22/2024,29.8,24.6,27.0,96,70,3.1,20.5,Rathnapura,2024
7/23/2024,30.7,24.0,27.0,98,75,3.4,12.3,Rathnapura,2024
7/24/2024,30.7,25.2,27.4,96,69,3.0,17.6,Rathnapura,2024
7/25/2024,30.7,24.5,26.9,95,72,3.4,15.5,Rathnapura,2024
7/26/2024,30.3,25.1,27.4,92,68,2.8,22.0,Rathnapura,2024
7/27/2024,30.6,25.4,27.4,95,70,8.3,22.7,Rathnapura,2024
7/28/2024,30.0,23.6,26.2,96,71,38.8,17.3,Rathnapura,2024
7/29/2024,29.2,23.5,25.6,98,79,48.4,18.1,Rathnapura,2024
7/30/2024,29.8,24.0,26.3,96,76,11.4,16.8,Rathnapura,2024
7/31/2024,29.8,23.7,26.0,97,77,18.7,15.6,Rathnapura,2024
8/1/2024,28.6,24.0,26.1,97,80,9.9,18.4,Rathnapura,2024
8/2/2024,28.5,24.3,26.1,96,77,7.7,14.5,Rathnapura,2024
8/3/2024,28.9,23.8,26.5,94,75,6.6,13.2,Rathnapura,2024
8/4/2024,29.6,24.5,26.7,94,74,8.1,14.1,Rathnapura,2024
8/5/2024,28.8,23.8,26.0,97,79,9.6,13.5,Rathnapura,2024
8/6/2024,29.8,24.4,26.7,94,71,2.8,13.1,Rathnapura,2024
8/7/2024,30.5,23.7,26.9,94,66,1.6,14.3,Rathnapura,2024
8/8/2024,29.2,23.7,26.0,95,76,19.7,17.0,Rathnapura,2024
8/9/2024,30.3,23.7,26.7,96,68,2.1,17.3,Rathnapura,2024
8/10/2024,28.5,24.1,26.0,92,80,19.5,14.5,Rathnapura,2024
8/11/2024,28.9,24.7,26.2,95,78,16.1,10.4,Rathnapura,2024
8/12/2024,30.1,24.0,26.1,99,78,56.8,9.5,Rathnapura,2024
8/13/2024,28.2,24.0,25.7,99,84,9.3,7.0,Rathnapura,2024
8/14/2024,28.5,24.3,26.2,97,79,2.4,9.7,Rathnapura,2024
8/15/2024,29.7,24.0,26.4,98,76,16.5,11.5,Rathnapura,2024
8/16/2024,29.1,24.0,25.9,97,80,27.8,10.0,Rathnapura,2024
8/17/2024,27.5,23.9,25.4,97,83,56.2,13.1,Rathnapura,2024
8/18/2024,28.8,23.9,25.9,96,79,19.3,10.6,Rathnapura,2024
8/19/2024,29.4,24.0,25.9,97,79,24.8,14.3,Rathnapura,2024
8/20/2024,28.3,23.7,25.7,96,80,16.7,13.9,Rathnapura,2024
8/21/2024,27.5,23.7,25.0,96,84,18.8,13.0,Rathnapura,2024
8/22/2024,29.3,23.0,26.3,93,72,1.8,6.7,Rathnapura,2024
8/23/2024,30.3,23.8,26.6,96,74,1.3,8.2,Rathnapura,2024
8/24/2024,30.1,23.6,26.5,94,70,2.1,12.3,Rathnapura,2024
8/25/2024,30.3,23.5,26.3,95,69,8.2,16.2,Rathnapura,2024
8/26/2024,30.5,23.4,26.7,97,65,1.6,14.8,Rathnapura,2024
8/27/2024,30.9,23.4,26.8,92,60,1.0,12.4,Rathnapura,2024
8/28/2024,30.2,24.0,26.7,91,66,2.6,17.0,Rathnapura,2024
8/29/2024,28.6,23.7,25.6,94,77,9.8,15.8,Rathnapura,2024
8/30/2024,28.2,23.5,25.4,96,80,12.6,10.3,Rathnapura,2024
8/31/2024,28.1,23.6,25.3,97,81,24.2,13.7,Rathnapura,2024
9/1/2024,28.6,23.4,25.2,96,80,45.0,17.7,Rathnapura,2024
9/2/2024,28.5,23.6,25.4,97,83,36.1,15.7,Rathnapura,2024
9/3/2024,28.4,23.5,25.0,97,82,44.9,18.3,Rathnapura,2024
9/4/2024,28.6,23.6,25.6,97,82,18.2,15.7,Rathnapura,2024
9/5/2024,29.9,24.4,26.5,98,74,7.2,17.0,Rathnapura,2024
9/6/2024,29.0,23.9,25.9,95,80,11.2,17.0,Rathnapura,2024
9/7/2024,29.1,23.9,26.1,97,78,7.6,14.0,Rathnapura,2024
9/8/2024,29.1,23.0,25.5,97,77,16.4,13.1,Rathnapura,2024
9/9/2024,29.4,23.5,25.8,96,77,11.5,12.8,Rathnapura,2024
9/10/2024,27.8,23.5,25.4,97,82,14.2,11.3,Rathnapura,2024
9/11/2024,28.7,23.8,25.7,96,80,7.3,12.3,Rathnapura,2024
9/12/2024,30.4,23.2,26.7,97,70,3.2,16.3,Rathnapura,2024
9/13/2024,30.5,24.3,26.5,98,69,6.8,14.2,Rathnapura,2024
9/14/2024,28.5,24.5,26.1,96,80,9.2,12.9,Rathnapura,2024
9/15/2024,29.8,24.1,26.6,96,76,7.0,16.1,Rathnapura,2024
9/16/2024,28.9,24.2,26.0,96,79,19.4,16.7,Rathnapura,2024
9/17/2024,29.1,24.1,26.0,96,79,9.1,15.5,Rathnapura,2024
9/18/2024,30.0,23.4,26.5,96,69,7.4,16.9,Rathnapura,2024
9/19/2024,29.6,23.7,25.8,98,75,7.0,14.1,Rathnapura,2024
9/20/2024,30.0,23.5,26.3,95,73,2.9,15.4,Rathnapura,2024
9/21/2024,28.7,23.8,25.6,95,79,6.9,16.6,Rathnapura,2024
9/22/2024,29.7,23.7,26.0,98,71,12.3,17.4,Rathnapura,2024
9/23/2024,29.5,23.3,26.0,95,74,3.0,15.1,Rathnapura,2024
9/24/2024,28.6,23.3,25.2,95,79,21.1,15.9,Rathnapura,2024
9/25/2024,28.6,23.6,26.0,97,80,9.5,11.4,Rathnapura,2024
9/26/2024,30.1,23.4,26.6,95,77,2.2,13.9,Rathnapura,2024
9/27/2024,29.9,23.7,26.4,98,77,12.0,13.2,Rathnapura,2024
9/28/2024,31.3,22.8,26.1,98,71,30.2,10.1,Rathnapura,2024
9/29/2024,30.5,23.3,26.0,96,73,22.7,9.8,Rathnapura,2024
9/30/2024,30.5,23.6,26.5,96,71,3.3,17.3,Rathnapura,2024
10/1/2024,32.0,24.2,27.5,93,61,0.8,12.6,Rathnapura,2024
10/2/2024,30.5,24.8,27.0,95,70,7.9,11.8,Rathnapura,2024
10/3/2024,30.3,23.7,26.9,94,69,1.9,10.8,Rathnapura,2024
10/4/2024,31.3,23.1,27.1,93,62,1.1,12.5,Rathnapura,2024
10/5/2024,30.4,24.0,26.6,94,71,4.7,11.9,Rathnapura,2024
10/6/2024,30.7,23.9,26.5,95,72,4.5,11.7,Rathnapura,2024
10/7/2024,27.5,23.0,25.0,97,81,54.6,12.1,Rathnapura,2024
10/8/2024,28.7,23.6,26.0,97,70,2.0,9.8,Rathnapura,2024
10/9/2024,29.9,24.2,26.3,97,78,17.0,10.5,Rathnapura,2024
10/10/2024,28.3,23.7,25.2,97,82,41.1,13.2,Rathnapura,2024
10/11/2024,27.3,23.7,24.9,96,84,59.6,14.8,Rathnapura,2024
10/12/2024,27.5,24.0,25.2,98,80,16.8,13.0,Rathnapura,2024
10/13/2024,28.4,23.8,25.1,98,79,21.8,14.5,Rathnapura,2024
10/14/2024,25.8,23.0,24.1,98,85,42.6,13.3,Rathnapura,2024
10/15/2024,28.4,24.0,25.4,96,81,6.7,13.7,Rathnapura,2024
10/16/2024,28.7,23.8,25.6,95,76,11.1,15.8,Rathnapura,2024
10/17/2024,30.3,23.8,26.9,95,69,3.8,17.3,Rathnapura,2024
10/18/2024,30.6,23.2,26.5,96,69,3.1,14.2,Rathnapura,2024
10/19/2024,29.1,23.5,26.1,95,76,2.2,11.3,Rathnapura,2024
10/20/2024,28.6,23.3,25.5,97,80,2.0,8.7,Rathnapura,2024
10/21/2024,29.4,23.4,25.7,97,78,8.6,7.3,Rathnapura,2024
10/22/2024,27.9,23.4,25.4,97,84,12.4,7.8,Rathnapura,2024
10/23/2024,27.4,23.5,25.0,99,82,31.3,9.0,Rathnapura,2024
10/24/2024,29.5,23.5,26.0,97,74,2.5,10.1,Rathnapura,2024
10/25/2024,29.8,23.1,26.0,96,76,4.3,10.4,Rathnapura,2024
10/26/2024,29.4,22.4,25.2,98,72,26.6,13.2,Rathnapura,2024
10/27/2024,28.6,23.1,25.7,96,80,2.4,12.6,Rathnapura,2024
10/28/2024,28.3,23.3,25.5,97,79,17.8,13.9,Rathnapura,2024
10/29/2024,29.8,24.0,26.5,96,79,4.4,11.9,Rathnapura,2024
10/30/2024,30.3,23.2,26.5,97,77,2.0,11.5,Rathnapura,2024
10/31/2024,29.9,22.4,25.9,98,75,8.4,11.9,Rathnapura,2024
11/1/2024,28.6,23.2,25.5,98,82,12.3,8.3,Rathnapura,2024
11/2/2024,29.5,23.2,25.2,99,77,18.5,6.7,Rathnapura,2024
11/3/2024,30.4,22.3,25.5,98,64,12.1,9.8,Rathnapura,2024
11/4/2024,28.6,23.3,25.2,98,74,18.3,9.1,Rathnapura,2024
11/5/2024,29.1,23.4,24.9,99,74,13.6,10.7,Rathnapura,2024
11/6/2024,30.8,23.4,26.3,96,60,0.1,14.4,Rathnapura,2024
11/7/2024,30.5,21.8,25.9,97,65,0.2,19.0,Rathnapura,2024
11/8/2024,29.1,23.0,25.0,99,80,21.2,14.5,Rathnapura,2024
11/9/2024,29.6,22.2,24.6,100,72,11.4,12.1,Rathnapura,2024
11/10/2024,30.6,21.3,25.9,97,62,0.0,8.1,Rathnapura,2024
11/11/2024,30.6,22.0,26.4,96,65,0.4,7.5,Rathnapura,2024
11/12/2024,30.3,22.9,26.0,99,71,7.9,11.6,Rathnapura,2024
11/13/2024,31.5,23.1,25.8,100,68,23.3,10.4,Rathnapura,2024
11/14/2024,31.1,22.9,25.5,99,65,33.4,7.3,Rathnapura,2024
11/15/2024,30.6,22.6,25.2,99,67,19.9,8.8,Rathnapura,2024
11/16/2024,31.5,22.4,25.7,98,65,6.7,12.5,Rathnapura,2024
11/17/2024,31.1,21.6,25.7,97,66,7.2,7.4,Rathnapura,2024
11/18/2024,30.0,22.4,25.5,100,69,27.4,7.0,Rathnapura,2024
11/19/2024,31.2,23.1,25.3,100,68,17.5,7.6,Rathnapura,2024
11/20/2024,31.4,22.7,25.4,100,64,9.5,9.3,Rathnapura,2024
11/21/2024,30.5,22.3,25.1,100,69,15.0,9.0,Rathnapura,2024
11/22/2024,30.7,22.3,25.0,100,69,37.0,11.0,Rathnapura,2024
11/23/2024,30.1,22.3,25.2,100,67,2.2,5.5,Rathnapura,2024
11/24/2024,27.4,23.0,24.7,100,83,16.3,6.1,Rathnapura,2024
11/25/2024,24.6,23.0,23.8,100,96,38.6,8.1,Rathnapura,2024
11/26/2024,25.9,22.6,23.9,100,89,21.2,24.8,Rathnapura,2024
11/27/2024,27.1,23.1,24.5,99,83,14.4,22.8,Rathnapura,2024
11/28/2024,28.7,22.6,25.5,98,61,2.1,20.8,Rathnapura,2024
