farmer_id,farmer_name,experience,district,land_size,tree_count,date,season,tapping_hour,tapping_minute,tapping_time,collection_gap_hours,storage_duration_hours,latex_quantity_kg,ammonia_added,ammonia_amount_ml,container_type,temperature_c,humidity_percent,rainfall_mm,vfa_value,drc_value,quality_grade
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-01-12,dry,10,27,10:27,3.6,7.1,6.4,True,9.1,Bucket,28.4,70.8,15.9,0.0899,31.55,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-12,dry,8,32,8:32,3.0,7.5,5.8,True,6.4,Closed Container,30.1,71.6,28.9,0.0705,32.06,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2025-01-12,dry,8,57,8:57,4.0,5.7,3.6,True,8.4,Closed Container,29.9,70.2,14.5,0.0647,33.37,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2025-01-12,dry,6,32,6:32,2.7,1.9,6.3,True,5.7,Closed Container,29.5,67.6,17.6,0.0296,35.53,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2025-01-12,dry,5,32,5:32,2.3,3.6,4.6,True,7.6,Closed Container,29.5,70.9,5.5,0.0327,36.77,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2025-01-13,dry,8,2,8:02,2.4,6.6,8.0,True,6.0,Bucket,30.6,66.4,21.1,0.0747,34.69,Grade 3
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-13,dry,7,26,7:26,3.2,7.9,1.1,False,0.0,Closed Container,30.9,69.8,8.6,0.0873,35.14,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-13,dry,4,28,4:28,1.5,2.1,5.5,True,5.8,Closed Container,31.0,62.3,18.5,0.0237,36.4,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2025-01-13,dry,4,43,4:43,1.6,2.9,2.7,True,6.9,Closed Container,30.6,61.9,10.8,0.0202,37.46,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-13,dry,8,49,8:49,3.8,7.5,4.9,True,5.3,Closed Container,31.0,63.1,28.0,0.0782,33.04,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-13,dry,4,18,4:18,2.9,2.7,6.1,True,8.8,Closed Container,30.4,74.9,20.4,0.0196,37.3,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2025-01-13,dry,5,20,5:20,1.8,1.9,4.5,True,3.7,Closed Container,29.2,74.5,0.7,0.0291,38.46,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-14,dry,5,36,5:36,2.8,1.8,6.3,True,4.1,Closed Container,28.0,69.0,5.5,0.0228,36.36,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2025-01-14,dry,6,9,6:09,5.7,10.8,1.0,True,3.4,Closed Container,29.8,65.5,14.6,0.1115,34.07,Rejected
F006,Farmer F,beginner,Kegalle,1.0,80,2025-01-15,dry,8,37,8:37,3.9,12.5,4.3,False,0.0,Open Container,30.5,61.5,7.2,0.12,31.58,Rejected
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-15,dry,5,51,5:51,3.3,7.4,6.4,True,6.5,Closed Container,29.1,71.6,0.9,0.0633,37.05,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-16,dry,8,2,8:02,2.3,2.2,5.3,True,3.1,Closed Container,31.0,70.2,14.4,0.0473,33.73,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-16,dry,7,11,7:11,3.8,3.2,3.8,True,4.4,Closed Container,28.2,68.4,0.4,0.0444,35.35,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-01-16,dry,9,0,9:00,3.9,6.5,4.7,True,9.6,Bucket,29.4,63.2,24.1,0.0827,32.1,Rejected
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-16,dry,7,11,7:11,2.3,4.4,4.2,False,0.0,Open Container,30.5,73.2,17.2,0.0675,36.18,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-16,dry,8,35,8:35,3.9,4.2,6.3,True,9.9,Bucket,29.1,73.0,11.9,0.0653,31.86,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-16,dry,5,39,5:39,1.8,2.1,7.4,True,4.0,Closed Container,29.7,67.5,22.8,0.0258,37.32,Grade 1
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-17,dry,6,3,6:03,2.6,3.9,1.1,False,0.0,Closed Container,28.9,61.8,12.3,0.0548,33.91,Grade 3
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-17,dry,5,54,5:54,2.6,5.5,2.0,True,7.9,Closed Container,30.5,66.5,11.4,0.0448,36.81,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-17,dry,8,18,8:18,3.5,3.2,3.5,True,7.9,Closed Container,29.3,62.2,24.9,0.0445,31.82,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-17,dry,5,23,5:23,2.0,2.4,4.6,True,4.0,Closed Container,28.4,74.7,8.8,0.0258,37.14,Grade 1
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-17,dry,5,1,5:01,2.6,7.0,2.0,False,0.0,Bucket,28.8,67.3,12.2,0.0814,36.65,Rejected
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-18,dry,6,22,6:22,4.0,5.6,3.9,True,4.1,Closed Container,28.6,60.9,26.7,0.0639,36.2,Grade 3
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-01-18,dry,9,18,9:18,3.6,7.8,5.5,True,8.1,Cup,27.4,60.5,1.6,0.086,31.92,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-01-18,dry,6,51,6:51,5.6,13.2,4.4,True,5.9,Open Container,29.7,62.5,18.8,0.12,35.4,Rejected
F006,Farmer F,beginner,Kegalle,1.0,80,2025-01-18,dry,7,14,7:14,4.7,5.1,6.4,True,4.5,Closed Container,30.8,74.8,14.5,0.0786,34.03,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-18,dry,6,30,6:30,1.8,3.8,2.9,True,4.3,Closed Container,31.7,74.6,25.8,0.0434,36.97,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-18,dry,6,19,6:19,1.8,1.4,1.8,True,5.1,Bucket,28.9,61.8,19.6,0.03,37.5,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-18,dry,6,43,6:43,4.3,2.4,6.8,True,3.7,Open Container,29.5,61.0,22.2,0.065,35.75,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-18,dry,4,32,4:32,1.9,3.6,2.9,True,8.6,Closed Container,30.9,63.8,24.1,0.0185,38.13,Grade 1
F008,Farmer H,moderate,Galle,2.5,180,2025-01-18,dry,5,23,5:23,2.6,2.0,4.3,False,0.0,Closed Container,31.8,62.4,9.1,0.0486,36.88,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-19,dry,8,59,8:59,2.2,5.5,6.6,True,3.4,Open Container,29.5,66.1,7.0,0.0754,33.66,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2025-01-19,dry,6,8,6:08,2.1,3.8,1.9,True,4.5,Closed Container,30.3,73.1,9.0,0.0395,36.67,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-19,dry,6,33,6:33,3.0,3.3,7.5,True,5.4,Closed Container,30.3,70.5,12.3,0.0361,37.0,Grade 2
F004,Farmer D,expert,Galle,3.5,250,2025-01-19,dry,6,59,6:59,2.6,2.1,4.2,False,0.0,Closed Container,31.6,70.1,23.9,0.0515,35.63,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-20,dry,6,54,6:54,2.3,6.9,2.1,True,6.1,Bucket,30.5,61.4,27.6,0.0704,35.24,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-20,dry,8,43,8:43,4.2,6.7,6.2,True,6.0,Closed Container,30.6,69.1,2.7,0.0692,33.38,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-20,dry,4,22,4:22,2.1,3.1,3.1,True,3.2,Closed Container,27.5,68.4,19.9,0.0307,37.36,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-20,dry,4,53,4:53,2.1,2.9,3.7,True,9.6,Closed Container,27.7,70.5,10.4,0.0274,36.31,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-20,dry,5,44,5:44,2.9,2.2,3.7,True,9.1,Closed Container,28.4,73.2,3.0,0.0232,37.17,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-20,dry,8,16,8:16,4.4,4.0,5.3,True,8.5,Open Container,31.7,68.2,12.4,0.074,33.12,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-21,dry,6,16,6:16,2.6,3.0,1.0,True,7.6,Closed Container,31.8,70.7,27.8,0.037,38.27,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-21,dry,7,44,7:44,2.5,4.2,6.7,True,9.5,Closed Container,30.2,66.5,2.2,0.0288,34.39,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-21,dry,4,46,4:46,1.6,2.0,4.2,True,8.3,Closed Container,29.9,68.6,3.7,0.0205,38.91,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-21,dry,6,19,6:19,2.5,1.7,7.5,True,7.8,Closed Container,27.3,60.4,8.8,0.0234,34.84,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-21,dry,6,40,6:40,2.1,3.2,7.4,True,9.2,Closed Container,29.8,72.9,17.9,0.0364,38.42,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-21,dry,6,0,6:00,2.7,5.2,4.4,False,0.0,Closed Container,29.1,63.2,17.6,0.0677,35.44,Grade 3
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-01-22,dry,8,21,8:21,5.3,8.7,2.3,False,0.0,Open Container,28.2,64.9,23.1,0.12,33.33,Rejected
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-22,dry,5,35,5:35,2.7,5.8,7.2,True,4.3,Closed Container,29.8,62.1,8.8,0.0542,34.36,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2025-01-22,dry,7,28,7:28,2.9,4.1,2.0,True,6.9,Bucket,31.2,60.7,7.2,0.0556,35.68,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-22,dry,5,30,5:30,3.0,2.7,3.6,True,6.3,Closed Container,29.3,71.8,6.8,0.028,36.72,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2025-01-22,dry,9,41,9:41,3.5,9.3,2.2,False,0.0,Closed Container,29.8,61.3,12.9,0.1189,33.1,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-22,dry,6,3,6:03,2.7,3.6,6.6,True,4.0,Closed Container,27.8,62.2,12.3,0.0408,36.79,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-01-22,dry,10,24,10:24,3.1,5.7,3.3,False,0.0,Bucket,29.6,61.5,11.8,0.1073,35.49,Rejected
F004,Farmer D,expert,Galle,3.5,250,2025-01-23,dry,4,53,4:53,1.9,2.9,1.0,True,5.3,Closed Container,29.6,62.2,15.3,0.0268,38.68,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-23,dry,4,38,4:38,1.9,1.8,4.7,True,5.8,Closed Container,28.9,68.2,3.8,0.0148,37.21,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2025-01-23,dry,6,45,6:45,2.1,1.8,4.7,True,5.0,Closed Container,29.2,74.6,24.5,0.026,36.25,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-24,dry,4,31,4:31,2.6,1.3,2.8,True,4.7,Bucket,30.6,67.9,10.4,0.0369,38.28,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-24,dry,7,49,7:49,3.5,2.2,3.0,True,7.2,Open Container,29.3,74.7,28.8,0.0501,35.17,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2025-01-24,dry,6,44,6:44,2.8,2.4,3.5,True,9.2,Closed Container,29.8,62.7,19.7,0.0248,38.73,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2025-01-24,dry,6,45,6:45,1.6,1.9,7.1,True,4.3,Closed Container,31.5,62.8,20.2,0.0308,36.83,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2025-01-25,dry,7,25,7:25,4.1,8.3,6.7,False,0.0,Closed Container,30.1,63.2,1.2,0.098,34.01,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-25,dry,5,3,5:03,2.6,1.3,7.4,True,7.9,Closed Container,31.0,64.9,11.7,0.0147,36.75,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2025-01-25,dry,6,12,6:12,3.0,2.9,6.4,True,7.6,Closed Container,29.3,71.2,3.3,0.0358,36.6,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-01-25,dry,8,52,8:52,4.0,7.1,5.4,False,0.0,Closed Container,29.8,73.1,9.6,0.0999,32.65,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-25,dry,8,0,8:00,4.3,5.5,1.4,True,4.8,Closed Container,32.0,62.6,4.4,0.0794,34.2,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2025-01-25,dry,8,52,8:52,3.7,4.8,4.7,True,5.7,Open Container,31.6,62.0,23.7,0.0787,33.16,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2025-01-26,dry,5,11,5:11,2.9,4.0,2.4,True,4.4,Closed Container,30.0,69.3,1.2,0.0427,37.58,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-26,dry,6,13,6:13,2.2,4.0,1.0,True,3.9,Closed Container,29.8,68.0,15.3,0.0452,36.9,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-01-26,dry,7,41,7:41,6.0,5.4,4.7,True,7.6,Open Container,27.3,69.6,6.5,0.087,35.72,Rejected
F006,Farmer F,beginner,Kegalle,1.0,80,2025-01-26,dry,9,55,9:55,5.8,7.8,1.6,False,0.0,Bucket,29.7,70.3,24.0,0.12,32.06,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-26,dry,5,19,5:19,2.1,1.9,2.4,True,6.0,Closed Container,27.4,64.8,17.4,0.0189,37.77,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-26,dry,7,17,7:17,3.2,2.2,1.3,True,6.0,Bucket,29.9,64.0,24.4,0.0378,36.6,Grade 2
F004,Farmer D,expert,Galle,3.5,250,2025-01-27,dry,5,35,5:35,2.2,2.6,4.7,True,5.7,Closed Container,30.3,66.6,9.3,0.0246,38.58,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-27,dry,5,6,5:06,3.6,4.0,1.0,True,8.2,Open Container,29.5,64.3,13.7,0.0515,35.73,Grade 3
F006,Farmer F,beginner,Kegalle,1.0,80,2025-01-27,dry,7,16,7:16,3.1,12.1,4.9,False,0.0,Closed Container,29.8,70.3,14.1,0.12,35.53,Rejected
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-27,dry,5,5,5:05,3.1,3.1,5.2,True,8.9,Open Container,30.7,67.6,5.6,0.0475,36.02,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-01-27,dry,10,8,10:08,4.7,7.4,4.1,True,8.7,Closed Container,29.8,62.3,17.0,0.0971,33.29,Rejected
F006,Farmer F,beginner,Kegalle,1.0,80,2025-01-28,dry,9,19,9:19,4.9,9.9,3.9,True,9.5,Closed Container,30.7,71.4,20.3,0.0991,31.92,Rejected
F004,Farmer D,expert,Galle,3.5,250,2025-01-28,dry,5,54,5:54,1.7,3.0,1.5,True,6.1,Closed Container,29.2,66.8,22.4,0.0202,38.31,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-28,dry,6,57,6:57,3.8,7.5,7.9,True,5.0,Bucket,31.8,72.8,2.0,0.0874,35.16,Rejected
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-28,dry,6,39,6:39,2.8,5.2,4.2,False,0.0,Bucket,28.1,67.0,19.4,0.0771,36.66,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2025-01-28,dry,6,44,6:44,3.4,4.4,7.6,True,9.1,Closed Container,31.4,69.0,11.8,0.0541,35.41,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-29,dry,5,55,5:55,3.0,3.3,3.8,True,9.8,Closed Container,30.0,65.4,26.9,0.0354,37.05,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2025-01-29,dry,7,6,7:06,4.3,4.5,7.2,False,0.0,Closed Container,29.4,65.1,27.3,0.0725,36.33,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-29,dry,4,6,4:06,1.5,2.6,7.4,True,8.8,Closed Container,27.8,70.6,1.9,0.0191,37.13,Grade 1
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-29,dry,7,22,7:22,3.2,7.1,4.4,True,4.3,Closed Container,28.5,60.7,16.1,0.0662,34.47,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-29,dry,5,1,5:01,2.4,3.0,8.0,True,5.3,Closed Container,29.6,62.4,26.5,0.0274,37.65,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2025-01-29,dry,7,45,7:45,4.3,9.4,3.7,True,7.8,Bucket,30.4,62.9,19.5,0.0983,33.18,Rejected
F006,Farmer F,beginner,Kegalle,1.0,80,2025-01-29,dry,9,48,9:48,4.6,11.1,7.4,False,0.0,Closed Container,28.9,61.8,25.9,0.12,32.25,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-01-29,dry,8,51,8:51,4.4,5.6,6.8,False,0.0,Closed Container,27.5,63.1,0.4,0.0891,32.24,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-30,dry,5,46,5:46,2.1,1.5,3.9,False,0.0,Closed Container,30.6,64.5,28.2,0.0334,36.41,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-30,dry,6,50,6:50,2.7,3.9,4.5,True,6.5,Closed Container,28.9,65.4,3.4,0.0372,39.05,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2025-01-30,dry,8,18,8:18,4.3,10.9,2.7,True,4.8,Closed Container,28.1,67.8,7.4,0.1079,31.63,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-30,dry,6,52,6:52,2.2,2.3,3.3,True,4.4,Closed Container,31.8,68.7,7.1,0.0409,36.44,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2025-01-30,dry,6,35,6:35,3.3,4.4,4.6,False,0.0,Open Container,28.3,71.7,21.6,0.0753,35.93,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2025-01-31,dry,5,50,5:50,3.0,1.9,4.9,True,4.8,Closed Container,28.1,62.5,12.9,0.0213,37.57,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2025-01-31,dry,6,45,6:45,1.6,2.5,4.4,True,9.2,Closed Container,30.1,64.1,13.6,0.0212,38.37,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2025-01-31,dry,8,49,8:49,2.8,5.6,6.5,False,0.0,Closed Container,30.9,60.2,19.9,0.0796,32.39,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2025-01-31,dry,5,26,5:26,1.7,3.8,6.2,True,5.1,Closed Container,31.1,65.3,26.6,0.0338,38.41,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-02-01,dry,9,42,9:42,3.4,8.7,6.4,False,0.0,Open Container,28.9,67.8,13.0,0.12,31.11,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-02-01,dry,7,16,7:16,3.6,10.5,7.5,False,0.0,Closed Container,30.0,60.6,26.0,0.1097,36.5,Rejected
F002,Farmer B,moderate,Kegalle,3.0,200,2025-02-01,dry,6,21,6:21,2.1,6.2,5.1,False,0.0,Bucket,29.5,67.9,15.4,0.0816,35.55,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-02-01,dry,7,1,7:01,5.7,10.8,6.4,False,0.0,Closed Container,28.6,64.6,10.6,0.12,36.92,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-02-01,dry,10,40,10:40,4.9,12.6,1.5,False,0.0,Bucket,29.4,74.2,4.1,0.12,32.49,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2025-02-02,dry,6,52,6:52,3.2,5.9,3.8,False,0.0,Closed Container,30.6,60.6,9.5,0.0774,35.6,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2025-02-02,dry,6,56,6:56,2.7,1.5,6.3,True,8.1,Closed Container,31.1,74.7,22.5,0.0224,35.35,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2025-02-03,dry,5,59,5:59,2.7,2.4,4.0,False,0.0,Bucket,29.9,64.3,1.1,0.0532,40.46,Grade 3
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-02-03,dry,8,51,8:51,3.2,8.5,7.0,False,0.0,Bucket,29.7,64.8,24.6,0.1186,33.28,Rejected
F004,Farmer D,expert,Galle,3.5,250,2025-02-03,dry,5,27,5:27,1.5,1.9,5.4,True,7.1,Closed Container,31.9,62.5,29.9,0.0245,37.27,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2025-02-03,dry,6,14,6:14,2.3,3.0,7.1,False,0.0,Closed Container,31.6,71.6,18.9,0.0532,35.88,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2025-02-03,dry,6,6,6:06,3.9,2.5,6.8,False,0.0,Closed Container,31.8,69.8,29.1,0.0665,35.81,Grade 3
F006,Farmer F,beginner,Kegalle,1.0,80,2025-02-03,dry,7,33,7:33,6.0,6.8,1.6,False,0.0,Open Container,29.8,61.2,2.6,0.1146,33.21,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2025-02-04,dry,5,31,5:31,2.8,3.8,5.4,True,5.0,Closed Container,29.3,64.0,21.8,0.038,38.54,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-02-04,dry,8,13,8:13,5.1,11.1,3.5,True,5.3,Open Container,29.8,60.5,13.9,0.12,31.25,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2025-02-04,dry,5,31,5:31,2.4,2.1,5.7,True,5.0,Closed Container,29.6,74.0,20.7,0.0261,39.28,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2025-02-04,dry,9,38,9:38,5.5,6.2,7.4,False,0.0,Cup,29.0,68.8,9.5,0.106,32.38,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2025-02-04,dry,4,43,4:43,2.0,3.3,6.0,True,5.4,Closed Container,29.1,74.1,8.0,0.033,37.72,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2025-02-04,dry,5,50,5:50,4.5,5.6,6.3,True,8.9,Closed Container,28.2,70.4,1.6,0.0533,36.93,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2025-02-04,dry,4,31,4:31,2.7,2.2,4.4,True,4.5,Closed Container,30.5,68.6,7.2,0.0273,39.45,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2025-02-05,dry,6,16,6:16,1.8,1.3,3.7,True,5.5,Bucket,27.7,70.7,15.6,0.0241,37.91,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2025-02-05,dry,5,34,5:34,2.0,1.1,5.3,False,0.0,Bucket,32.0,66.6,19.5,0.047,37.57,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2025-02-05,dry,6,10,6:10,2.5,1.3,2.5,True,6.5,Closed Container,30.0,67.7,28.0,0.0223,36.44,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2025-02-05,dry,5,6,5:06,1.8,3.5,5.8,True,4.2,Closed Container,27.3,67.0,5.2,0.0339,35.81,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2025-02-06,dry,6,28,6:28,2.9,1.9,2.9,True,7.4,Closed Container,29.1,63.6,21.0,0.0307,37.5,Grade 2
F004,Farmer D,expert,Galle,3.5,250,2025-02-06,dry,4,4,4:04,2.1,1.7,7.0,True,3.3,Closed Container,31.2,69.8,2.8,0.0318,38.94,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2025-02-06,dry,5,48,5:48,2.8,1.1,2.6,True,4.1,Closed Container,28.3,70.0,12.9,0.0189,37.9,Grade 1
F008,Farmer H,moderate,Galle,2.5,180,2025-02-06,dry,8,14,8:14,2.7,3.5,1.7,True,9.1,Closed Container,29.4,66.1,1.0,0.0499,33.14,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-02-06,dry,6,15,6:15,3.8,11.0,7.1,False,0.0,Closed Container,28.5,65.6,24.1,0.1138,32.55,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2025-02-07,dry,6,51,6:51,1.8,3.3,2.1,True,3.8,Bucket,30.9,62.6,22.9,0.0516,36.52,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2025-02-07,dry,6,58,6:58,1.7,2.2,4.2,False,0.0,Closed Container,30.8,70.3,11.8,0.046,35.95,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2025-02-07,dry,4,49,4:49,2.9,3.2,2.7,True,8.7,Closed Container,27.1,71.4,5.1,0.0237,38.23,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2025-02-07,dry,4,10,4:10,1.6,1.5,1.9,False,0.0,Bucket,30.5,72.3,25.8,0.0392,39.71,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2025-02-07,dry,8,56,8:56,3.8,4.5,6.3,False,0.0,Closed Container,31.3,65.5,2.2,0.0834,32.38,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2025-02-07,dry,6,52,6:52,2.3,3.4,4.4,True,7.1,Closed Container,30.2,73.0,7.3,0.0281,35.75,Grade 1
F002,Farmer B,moderate,Kegalle,3.0,200,2025-02-07,dry,7,6,7:06,4.2,5.7,6.0,True,8.8,Closed Container,29.9,72.5,5.1,0.06,36.26,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2025-02-08,dry,4,47,4:47,2.0,1.4,1.3,False,0.0,Closed Container,29.4,73.7,27.9,0.0408,38.63,Grade 2
F004,Farmer D,expert,Galle,3.5,250,2025-02-08,dry,6,54,6:54,2.7,2.9,1.4,True,4.1,Closed Container,32.0,64.5,9.7,0.0425,37.29,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2025-02-08,dry,6,14,6:14,5.9,6.4,5.7,False,0.0,Bucket,28.6,64.4,19.7,0.1016,35.08,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2025-02-08,dry,6,25,6:25,3.2,2.5,2.7,False,0.0,Closed Container,29.9,74.5,25.5,0.0563,36.53,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2025-02-08,dry,6,35,6:35,3.5,6.4,2.7,True,8.4,Closed Container,30.4,64.0,8.6,0.0596,35.57,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2025-02-08,dry,8,9,8:09,4.5,6.5,4.1,True,6.0,Open Container,31.4,66.5,13.6,0.0951,33.61,Rejected
F002,Farmer B,moderate,Kegalle,3.0,200,2025-02-08,dry,6,51,6:51,2.4,2.6,1.7,True,6.7,Open Container,30.5,61.6,15.1,0.0474,37.18,Grade 2
F004,Farmer D,expert,Galle,3.5,250,2025-02-08,dry,5,42,5:42,2.7,2.5,4.2,True,4.0,Closed Container,30.7,72.5,12.3,0.0341,38.24,Grade 2
